"tract","Name","Median_Hhold._Income_of_Residents_in_2012-16"
20021958300,"Columbus, KS",45301
1077011400,"Florence, AL",45271
37139960200,"Elizabeth City, NC",45262
47055920700,"Prospect, TN",44969
16077960200,"American Falls, ID",44868
24001002100,"Lonaconing, MD",44779
55079021200,"Town of Lake, Milwaukee, WI",44520
12086000307,"North Miami, FL",44421
36081085900,"Queens County, NY",44302
12099006006,"Boynton Beach, FL",44087
47099960700,"Loretto, TN",43959
12117021608,"Altamonte Springs, FL",43883
19145490400,"Clarinda, IA",43617
47045964200,"Dyersburg, TN",43552
37083930700,"Littleton, NC",43310
6077003306,"Stockton, CA",43300
42005950700,"Rural Valley, PA",43236
42001031101,"McSherrystown, PA",43119
8031003500,"North, Denver, CO",43042
20091052417,"Lenexa, KS",43026
17015960400,"Mount Carroll, IL",41735
34007607200,"Runnemede, NJ",41293
42101030200,"Frankford, Philadelphia, PA",41208
12127080202,"Oakview Heights, Ormond Beach, FL",40446
21093000600,"Radcliff, KY",40419
48001950902,"Palestine, TX",40396
12099007767,"Boca Raton, FL",40317
54023969400,"Keyser, WV",39959
6065041001,"Arlanza, Riverside, CA",39744
12057011804,"Pinecrest West Park, Tampa, FL",39738
22001960300,"Basile, LA",39678
47171080300,"Unicoi, TN",39645
29127960400,"Hannibal, MO",39628
6013369001,"San Pablo, CA",39502
28047003800,"Gulfport, MS",39399
30061964600,"Saint Regis, MT",39265
12031000600,"Southside, Jacksonville, FL",38944
40109107804,"Del City, OK",38735
40079040102,"Pocola, OK",38679
12083002702,"Dunnellon, FL",38365
40143006907,"Tulsa, OK",38020
51041100300,"Richmond, VA",37801
24510151000,"Dorchester, Baltimore, MD",37404
19153004800,"Capitol Park, Des Moines, IA",37342
21085950500,"Leitchfield, KY",37089
18089021800,"Hammond, IN",36999
35023970000,"Animas, NM",36883
23011023001,"Winslow, ME",36849
13089023102,"Decatur, GA",36796
36067000700,"Northside, Syracuse, NY",36503
41067031100,"Vose, Beaverton, OR",36463
16017950300,"Sandpoint, ID",36391
51089010200,"Collinsville, VA",36376
5011950100,"Warren, AR",36300
48303001709,"Wester, Lubbock, TX",35769
1043965100,"Hanceville, AL",35760
26071000500,"Crystal Falls, MI",35723
5063490300,"Batesville, AR",35495
4019003902,"Sunnyside, Tucson, AZ",35347
48231961000,"Greenville, TX",35093
6065044102,"Banning, CA",35058
21055930200,"Marion, KY",34697
37039930602,"Murphy, NC",34533
37081011904,"Greensboro, NC",34411
5135470400,"Cave City, AR",34174
48293970300,"Mexia, TX",33639
29179380200,"Ellington, MO",33561
21067000102,"Northside District, Lexington, KY",32683
47163042802,"Bristol, TN",31709
1089001500,"Huntsville, AL",31688
53033030006,"Federal Way, WA",31640
39049009900,"Busch, Columbus, OH",31521
6073004900,"Logan Heights, San Diego, CA",31506
48113011701,"Pleasant Grove, Dallas, TX",31316
47157022112,"Whitehaven, Memphis, TN",31199
39099801200,"Lansingville, Youngstown, OH",30642
6065045207,"Indio, CA",30243
22051020700,"Kenner, LA",30120
6071010421,"Twentynine Palms, CA",29994
5149952600,"Plainview, AR",29965
42051261700,"Uniontown, PA",29859
6093000500,"Seiad Valley, CA",29821
20209045100,"Rosedale, Kansas City, KS",29803
5131000200,"Fort Smith, AR",29764
47075930400,"Brownsville, TN",29626
6059099509,"Leisure World, Seal Beach, CA",29314
18167010500,"West Terre Haute, IN",29039
37007920600,"Morven, NC",28649
48047950100,"Falfurrias, TX",28319
47111970100,"Red Boiling Springs, TN",27128
45029970500,"Walterboro, SC",26765
40109101000,"Central Oklahoma City, Oklahoma City, OK",26715
48141001115,"Mesa Hills, El Paso, TX",24528
22089071000,,
8005006705,"Englewood, CO",204616
9001050600,"Westport, CT",189132
39041011412,"Dublin, OH",153892
51059422403,"Alexandria, VA",150071
48121021629,"Castle Hills, The Colony, TX",149245
25021406101,"Medfield, Medfield, MA",136592
39025040303,"Loveland, OH",123423
17031819802,"Western Springs, IL",120233
34027042301,"Morris Plains, NJ",119155
37183053601,"Weycroft, Cary, NC",105684
53033004800,"Fremont, Seattle, WA",105013
12019030703,"Fleming Island, FL",101840
24025301703,"Abingdon, MD",101597
42029302101,"Malvern, PA",101510
6065040613,"Eastvale, CA",100885
37183053712,"Northwest Raleigh, Raleigh, NC",94331
17031820201,"Burr Ridge, IL",91235
6037106646,"Granada Hills, Los Angeles, CA",90255
13135050309,"Duluth, GA",88623
21015070307,"Florence, KY",86410
29095008200,"South Kansas City, Kansas City, MO",82042
32003002808,"Las Vegas, NV",81633
12086007805,"Kendall, FL",80522
9011709100,"Griswold, CT",79240
13117130507,"Cumming, GA",78004
6059032047,"Mission Viejo, CA",77687
34025812200,"Eatontown, NJ",75845
24031700310,"Churchill Village South, Germantown, MD",74986
6053012200,"Pacific Grove, CA",72363
6073008702,"Birdland, San Diego, CA",68962
36029014000,"East Aurora, NY",68411
48113015306,"Irving, TX",66935
17031100300,"Norwood Park, Chicago, IL",65516
36055014901,"Spencerport, NY",64950
48245011303,"Beaumont, TX",64868
25015821500,"Hatfield, MA",63624
17197884005,"Custer Park, IL",63007
6065031703,"Arlington South, Riverside, CA",61452
6037297201,"San Pedro, Los Angeles, CA",60528
6079010204,"Paso Robles, CA",60466
39155930600,"Southington, OH",58505
45077010403,"Pickens, SC",57376
29147470200,"Maryville, MO",56732
12057013702,"Riverview, FL",56365
25025000503,"Brighton, Boston, MA",55818
6037554301,"Bellflower, CA",55562
48029181819,"Northwest Side, San Antonio, TX",54058
42043024300,"Hershey, PA",53333
48201423600,"Southwest Houston, Houston, TX",52314
6031000403,"Lemoore, CA",52134
54081000500,"Beckley, WV",52120
29027070800,"Holts Summit, MO",52011
26099228000,"Utica, MI",51772
42097082300,"Herndon, PA",51758
25025170502,"Revere, MA",51258
36035970200,"Mayfield, NY",51161
51810040600,"Northwest, Virginia Beach, VA",51007
10005050302,"Bridgeville, DE",50235
24043010802,"Williamsport, MD",48542
42113960200,"Forksville, PA",46485
12021010702,"East Naples, Naples, FL",46291
47125100602,"Clarksville, TN",44885
48453002208,"Meadows At Trinity Crossing, Austin, TX",43832
55077960200,"Montello, WI",43786
1047956202,"Valley Grande, AL",43336
6037433801,"South El Monte, CA",43065
51117930800,"Buffalo Junction, VA",42515
55083100600,"Suring, WI",41911
47009011001,"Maryville, TN",41672
6073010111,"San Ysidro, San Diego, CA",40497
6103000800,"Tehama County, CA",40373
29109470500,"Aurora, MO",39765
12103025415,"Newport, Clearwater, FL",39525
23031030201,"Sanford, Sanford, ME",38189
6115041100,"Dobbins, CA",36970
48083950700,"Santa Anna, TX",36876
22005031000,"Donaldsonville, LA",36865
12103024513,"Pinellas Park, FL",36577
42101033300,"Northeast Philadelphia, Philadelphia, PA",35546
45041001900,"Johnsonville, SC",35346
6067007301,"North Highlands, CA",34735
39061007900,"Northside, Cincinnati, OH",34652
6085511608,"Stanford, CA",34641
6037123304,"North Hollywood, Los Angeles, CA",34597
21095970800,"Harlan, KY",34340
5037950300,"Wynne, AR",34042
22039950400,"Ville Platte, LA",33894
47097050300,"Halls, TN",33170
48375010100,"Amarillo, TX",32432
45063020509,"West Columbia, SC",32262
12011091100,"441 Corridor, Hollywood, FL",31770
12103025015,"Terrace Park & Five Towns, Saint Petersburg, FL",31565
17201003602,"Rockford, IL",31085
37001020400,"Burlington, NC",29210
51027010200,"Big Rock, VA",28812
12001002217,"Gainesville, FL",28191
39151701300,"Canton, OH",28141
29189221800,"Berkeley, MO",27870
12105013102,"Auburndale, FL",27309
5107480300,"West Helena, Helena-West Helena, AR",24935
28049000900,"Jackson, MS",23295
4013114401,"Estrella Village, Phoenix, AZ",23264
12057001800,"East Tampa, Tampa, FL",23051
54045956900,"Logan, WV",22171
48427950202,"Roma, TX",21209
12073001101,"College Terrace, Tallahassee, FL",20245
72119130601,"Hato Candal, Río Grande, PR",19176
36081002500,"Queens County, NY",15281
42063961102,"Indiana, PA",10160
17111864204,,
51059470300,"McLean, VA",246886
9001035300,"New Canaan, CT",246886
26125152000,"Bloomfield Hills, MI",167156
6001408000,"Woodminster, Oakland, CA",156937
36061009500,"Midtown, New York, NY",155379
51059432500,"Springfield, VA",147206
48157674601,"Greatwood Shores, Sugar Land, TX",131590
36103134902,"Smithtown, NY",131261
42017104601,"Doylestown, PA",124600
45045002814,"Greer, SC",109692
39017011117,"Butler County, OH",103752
48201312600,"Museum District, Houston, TX",102844
48085031406,"Allen, TX",100845
39049007193,"The Pines, Westerville, OH",100283
15003008908,"Mililani, HI",100083
33015069700,"Portsmouth, NH",97520
17111871600,"Trout Valley, IL",96455
17089852805,"North Aurora, IL",92119
39061024200,"Cincinnati, OH",89231
6085505900,"Santa Clara, CA",88692
34023007102,"Sayreville, NJ",88174
26125157600,"West Bloomfield Township, MI",87336
36103169703,"Baiting Hollow, NY",85745
25027721101,"Oakham, MA",83992
49035112804,"Sandy, UT",82576
6071000401,"Chino, CA",79717
36103158315,"Coram, NY",78047
42029302705,"West Chester, PA",77660
20177003902,"Berryton, KS",77084
26099240700,"Clinton Township, MI",76260
42095017502,"Easton, PA",75063
36119007401,"Mamaroneck, NY",72523
41051000100,"Sellwood - Moreland, Portland, OR",72479
26075006304,"Clarklake, MI",70033
55027960400,"Beaver Dam, WI",69976
10001041802,"Dover, DE",69276
13121003200,"Cabbagetown, Atlanta, GA",69128
47157021125,"Cordova, Memphis, TN",68140
36047100400,"Kings County, NY",67844
25005642500,"Fall River, MA",66224
42003523600,"Pittsburgh, PA",66161
39161020200,"Convoy, OH",65836
6037119002,"Arleta, Los Angeles, CA",65573
21179930400,"Bardstown, KY",64265
37097061602,"Mooresville, NC",63821
12099002700,"West Palm Beach, FL",63291
36047045300,"Kings County, NY",61852
42089301302,"Kunkletown, PA",60830
6037701802,"Pico, Santa Monica, CA",60487
12113010400,"Milton, FL",60379
26125171400,"Oak Park, MI",59453
6067007415,"Sacramento, CA",59376
37183053009,"Colonial Heights, Raleigh, NC",58964
25023544200,"Carver, MA",58275
13103030100,"Springfield, GA",57569
20173009200,"Wichita, KS",57417
39153533400,"Akron, OH",56784
6099003603,"Turlock, CA",56595
55137960600,"Wautoma, WI",54539
45045001600,"Taylors, SC",54182
36047043600,"Kings County, NY",53054
6033001100,"Loch Lomond, CA",52741
49057200100,"Ogden, UT",52733
37085070904,"Angier, NC",52369
39113115002,"Vandalia, OH",51063
36057072700,"Fultonville, NY",50720
48199030400,"Kountze, TX",50524
20053086600,"Ellsworth, KS",49377
8113968102,"Mountain Village, CO",48005
32003004916,"Las Vegas, NV",47155
37175960500,"Brevard, NC",46649
37183053516,"Misty Woods Apartments, Cary, NC",45744
22051024500,"New Orleans, LA",45484
42107003800,"Pine Grove, PA",45224
13153020105,"Warner Robins, GA",44398
12031013800,"Jacksonville, FL",43699
32003005439,"Pittmann, Henderson, NV",43548
42071000300,"Lancaster, PA",43123
9003416000,"New Britain, CT",42932
40109100800,"Central Oklahoma City, Oklahoma City, OK",42852
39151711900,"North Canton, OH",41688
48067950700,"Hughes Springs, TX",41621
47011010900,"Cleveland, TN",40983
39155932702,"Niles, OH",39707
28003950200,"Corinth, MS",39368
48061012900,"Brownsville, TX",38487
19103001802,"Twain, Iowa City, IA",37905
45079010502,"Columbia, SC",37375
53053071803,"Lakewood, WA",36885
54071970500,"Franklin, WV",36818
47157008700,"Berclair, Memphis, TN",36688
53073000700,"Roosevelt, Bellingham, WA",35989
11001007409,"Southeast Washington, Washington, DC",35181
37023021202,"Hickory, NC",34791
45043920202,"Andrews, SC",33432
22121020100,"Port Allen, LA",33047
41047001701,"East Lancaster, Salem, OR",32260
6065046200,"Blythe, CA",31818
47141001100,"Baxter, TN",30624
28091950400,"Columbia, MS",30137
48485010700,"Wichita Falls, TX",30011
4013116900,"Alhambra, Phoenix, AZ",29850
12086013700,"Hialeah, FL",28347
51760041300,"Randolph, Richmond, VA",26805
1073002000,"South Eastlake, Birmingham, AL",23408
28013950200,"Bruce, MS",22875
21111000900,"Shawnee, Louisville, KY",22343
55079017500,"Lincoln Village, Milwaukee, WI",22112
20155000600,"Hutchinson, KS",21640
4013105503,"La Mancha, Phoenix, AZ",20783
19193970600,,
29189221621,"Wildwood, MO",119398
24005411309,"Perry Hall, MD",106943
11001002900,"Northwest Washington, Washington, DC",92505
48439113812,"Keller, TX",89231
36001014613,"Altamont, NY",87782
2068000100,"Healy, AK",80289
6071008706,"Yucaipa, CA",78679
4027010907,"Estrella At Mesa Del Sol, Yuma, AZ",78588
8069001603,"Fort Collins, CO",72664
8037000302,"Basalt, CO",71336
9009165100,"Hamden, CT",69713
24033806602,"Riverdale, East Riverdale, MD",69128
12101032104,"Wesley Chapel, FL",68716
25001014500,"East Falmouth, Falmouth, MA",68373
48065950100,"White Deer, TX",66659
8067971000,"Durango, CO",61639
36081013500,"Queens County, NY",58978
34025811600,"Farmingdale, NJ",58841
17189950100,"Hoyleton, IL",57114
41051009904,"Holly Brook, Gresham, OR",55011
31147964500,"Falls City, NE",52511
39023002403,"Northern Estates, Springfield, OH",50313
12071010204,"Jacarandas, Cape Coral, FL",47430
17089853007,"Aurora, IL",47311
48373210101,"Livingston, TX",46996
27021940001,"Walker, MN",46950
12103025012,"Chateaux De Bardmoor, Seminole, FL",45674
28047003301,"D'Iberville, MS",42398
72029100503,"Canóvanas, PR",41765
6065041704,"Corona, CA",35102
1073012402,"Birmingham, AL",34109
47065012300,"East Chattanooga Neighborhood Association, Chattanooga, TN",32095
6077000600,"Park, Stockton, CA",27453
1057020300,"Fayette, AL",27288
27123031000,"Payne - Phalen, Saint Paul, MN",26924
17031400500,"South Side, Chicago, IL",25030
28151002000,"Hollandale, MS",21867
42043021400,"Harrisburg, PA",17412
6001402800,"Downtown Oakland, Oakland, CA",17147
51041071001,,
6081613200,"Central Portola Valley, Portola Valley, CA",214482
51059481106,"Herndon, VA",164252
6017031700,"El Dorado Hills, CA",160191
6001442200,"Mission Valley, Fremont, CA",156973
6013347000,"Lafayette, CA",153810
48029191412,"Inwood, San Antonio, TX",149859
27053023902,"Minneapolis, MN",145457
48121021752,"Flower Mound, TX",144204
48085031641,"Estates At Wooded Cove, Plano, TX",131907
48121020305,"Roanoke, TX",129315
6073008312,"La Jolla, San Diego, CA",129100
48085032009,"Richardson, TX",124739
12011110330,"Pembroke Pines, FL",124516
6095252915,"Vacaville, CA",121214
21185030702,"Crestwood, KY",121122
11001006500,"Southeast Washington, Washington, DC",120262
36061018300,"Upper West Side, New York, NY",119832
36061000700,"Lower Manhattan, New York, NY",118792
36059415600,"Wantagh, NY",115535
27037060822,"Apple Valley, MN",114431
26125196700,"Troy, MI",113876
36087010101,"Stony Point, NY",111025
51153901226,"Dale City, VA",109100
55133203500,"Hartland, WI",105693
6081600500,"Hillside, Daly City, CA",103172
6075032700,"Outer Sunset, San Francisco, CA",102357
8059009836,"Cameo Estates, Arvada, CO",102353
53063010700,"Five Mile Prairie, Spokane, WA",102294
48375013300,"Amarillo, TX",101969
6059032030,"Mission Viejo, CA",100285
9001220100,"New Fairfield, CT",97450
6037134201,"Canoga Park, Los Angeles, CA",96407
34013017302,"West Orange, NJ",95570
31055007442,"West Omaha, Omaha, NE",95228
53033023403,"West Lake Sammamish, Bellevue, WA",95133
48135002501,"Odessa, TX",94975
12057013305,"Brandon, FL",94035
17113005400,"Heyworth, IL",92661
42091206106,"Royersford, PA",92451
25001013600,"Forestdale, Sandwich, MA",91844
39085203500,"Mentor, OH",89800
12057011504,"Odessa, FL",89678
53033012000,"Arbor Heights, Seattle, WA",89558
36027020003,"Hopewell Junction, NY",89163
37125950601,"Pinehurst, NC",88451
41067032104,"Sherwood - Tualatin South, Sherwood, OR",87977
42003519000,"Pittsburgh, PA",87501
12086009010,"Doral, FL",86784
51550021004,"Great Bridge, Chesapeake, VA",85930
26161404100,"Eberwhite, Ann Arbor, MI",85250
15009030705,"Kihei, HI",84867
53033006600,"South Lake Union, Seattle, WA",84558
42101034400,"Bustleton, Philadelphia, PA",83998
12099007754,"Lake Worth, FL",83610
48113018133,"Rowlett, TX",80187
35043010702,"Rio Rancho, NM",79594
48085031640,"Ridgeview Ranch, Plano, TX",79432
6071007302,"Loma Linda, CA",78328
33015104101,"East Hampstead, Hampstead, NH",78121
32003005502,"Boulder City, NV",77647
29051020198,"Jefferson City, MO",76829
34023007304,"Parlin, Sayreville, NJ",76685
17031050900,"North Center, Chicago, IL",76534
19181020200,"Norwalk, IA",76364
56021001300,"Cheyenne, WY",76292
17091010201,"Manteno, IL",76202
25013812404,"West Springfield, MA",75864
17113005102,"Hudson, IL",75849
51149850400,"Prince George, VA",75844
48479001713,"Village Heights, Laredo, TX",73988
47165021002,"Hendersonville, TN",73233
54003972101,"Bunker Hill, WV",72831
37119003103,"Madison Park, Charlotte, NC",71849
51153900404,"Woodbridge, VA",71039
53063013202,"Liberty Lake, WA",70825
8041003801,"U.S. Air Force Academy, CO",70812
6037216402,"Central LA, Los Angeles, CA",70643
5037950600,"Wynne, AR",70063
21211040402,"Shelbyville, KY",69745
6111005004,"Riverpark, Oxnard, CA",69633
6037406702,"Walnut Valley, West Covina, CA",68874
26089970400,"Empire, MI",68484
9009166002,"Hamden, CT",68405
5119004218,"Rock Creek, Little Rock, AR",68387
42041011901,"Carlisle, PA",67893
27147960500,"Owatonna, MN",67820
1073004702,"Forest Park, Birmingham, AL",66751
42091208000,"Pennsburg, PA",66359
37031970502,"Morehead City, NC",66089
5119002204,"Colony West, Little Rock, AR",65513
24031703214,"Silver Spring, MD",65469
25027732301,"Grafton Hill, Worcester, MA",65346
11001005600,"Northwest Washington, Washington, DC",65013
36055003500,"Highland Park, Rochester, NY",64999
27053122500,"Oak Hill, Saint Louis Park, MN",64950
12011010103,"Deerfield Beach, FL",64726
29037060302,"Raymore, MO",64602
19175190300,"Creston, IA",64531
34005702808,"Willingboro, NJ",64087
36081001000,"Queens County, NY",64013
48141001301,"Lindberg, El Paso, TX",63912
6037272202,"Mar Vista, Los Angeles, CA",63339
41067032800,"Cornelius, OR",63285
11001009505,"Northeast Washington, Washington, DC",63101
25023502200,"Rockland, MA",62438
6037404902,"Baldwin Park, CA",62144
34023004700,"Perth Amboy, NJ",61676
39035170101,"Lyndhurst, OH",61486
13135050208,"Lawrenceville, GA",61479
41051007202,"East Columbia, Portland, OR",61207
26163559200,"Livonia, MI",60844
27123041002,"Mounds View, MN",60705
45015020714,"Summerville, SC",59347
6037910716,"Palmdale, CA",58904
6037503104,"Whittier, CA",58900
12086015500,"Miami, FL",58420
48501950200,"Denver City, TX",57548
36047006200,"Kings County, NY",57213
13057090905,"Woodstock, GA",57067
13127000102,"Saint Simons Island, GA",56607
48201534201,"Wagon Wheel Estates, Houston, TX",56578
6071000203,"Montclair, CA",56511
39175938200,"Upper Sandusky, OH",56315
48245010901,"Port Neches, TX",56259
25025101101,"Wellington Hill, Boston, MA",56194
